date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-03-13 11:11:46,bobcat1919,,0,0,0,"20:11:11 震度1 茨城県 高萩 #地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴りpic.twitter.com/xF6GOEFfVE",,,#地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴りpic,1105788536446304256,s://twitter.com/bobcat1919//1105788536446304256
2019-03-13 11:11:45,eq_info,,0,0,0,"【地震超速報】 20:11:11 震度1 茨城県 高萩 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/p5p9SlX0YC",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105788534764429312,s://twitter.com/eq_info//1105788534764429312
2019-03-13 11:11:13,bobcat1919,,0,0,0,"20:11:11 茨城県 北茨城2 高萩 予想震度1 #地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴り",,,#地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴り,1105788398189477888,s://twitter.com/bobcat1919//1105788398189477888
2019-03-13 11:11:13,eq_info,,0,0,0,"【地震超速報】 20:11:11 茨城県 北茨城2 高萩 予想震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105788397103210496,s://twitter.com/eq_info//1105788397103210496
2019-03-13 11:11:09,sohnandae,,0,0,2,"【重罪】東日本大震災、巨大津波を認識していた原発官僚・東電ら！報道されていれば犠牲者は減った！ s://blog.goo.ne.jp/kimito39/e/62ca4d32606d9379140b3fe4b79bcb11 … ー2015年09年９月ー3月11日の２年前「クビになるよ」と津波対策を封殺！ #東日本大震災 #津波 #福島原発事故 #地震",,,#東日本大震災 #津波 #福島原発事故 #地震,1105788384104976384,s://twitter.com/sohnandae//1105788384104976384
2019-03-13 09:28:39,tgmdt852,,0,0,0,"徳島県・和歌山県で震度4の地震 津波の心配なし #SmartNews 2030年〜2040年にかけて南海地震はくるね。昭和南海地震が1946年だからね、津波対策は今から10年計画で完成させたい。宮崎、高知、大阪、名古屋、静岡、頑張って準備を進めよう #東南海大地震 #津波 #s://weathernews.jp/s/topics/201903/131348quake/ …",,,#SmartNews #東南海大地震 #津波 #s,1105762587939987456,s://twitter.com/tgmdt852//1105762587939987456
2019-03-13 09:18:37,fukkosaionagawa,,0,15,54,"#復幸男 #復幸祭 まであと10日！今回のカウントダウンは副実行委員長＆ステージ担当です！ 「熱いステージ！！お楽しみに！！」 #東北 #宮城 #女川 #onagawa #復興の向こう側へ #女川町復幸祭2019 #津波 #伝承 #西宮神社 #福男 #公認 #復興 #副実行委員長 #今年のステージあついpic.twitter.com/0vmtgH11PY",,,#復幸男 #復幸祭 #東北 #宮城 #女川 #onagawa #復興の向こう側へ #女川町復幸祭2019 #津波 #伝承 #西宮神社 #福男 #公認 #復興 #副実行委員長 #今年のステージあついpic,1105760061756854272,s://twitter.com/fukkosaionagawa//1105760061756854272
2019-03-13 09:07:41,1radi2,,0,1,0,"岩手日報「最後だとわかっていたなら」風の電話ー夢の中で帰ってきたー篇 s://youtu.be/Hr4TOn-GPhA #東日本大震災 の事みんな忘れないでね #地震 #津波",,,#東日本大震災 #地震 #津波,1105757309098024960,s://twitter.com/1radi2//1105757309098024960
2019-03-13 09:00:27,1radi2,,0,0,0,"大きな被害を受けた陸前高田市［震災翌日］ s://youtu.be/1XkSk0WA8Jg ##東日本大震災 の事忘れないでね。当たり前に明日がこないんだということを・・ 子供たちにも伝えてね #地震 #津波",,,# #東日本大震災 #地震 #津波,1105755489294376961,s://twitter.com/1radi2//1105755489294376961
2019-03-13 08:22:12,escape2025,,0,0,0,"傷口に塩を塗り込んででも伝える。 「忘れるというのは、もともと知っているから、忘れることができるんです。知っていたことや覚えていたことを思い出せなくなっていくことを、忘れると言うんです。そもそも知らないことは、忘れようがないんですよ」 s://www.buzzfeed.com/jp/yutochiba/challenge-of-rias-ark?fbclid=IwAR0nFoet_85NTreK2KTx0JUsfP-CXrRQAz7M51U4I6KHjXlNKbDWrhfDqLI … #津波 #東日本大震災",,,#津波 #東日本大震災,1105745866369822721,s://twitter.com/escape2025//1105745866369822721
2019-03-13 08:18:34,kuro_yorimichi,,0,0,0,"【 #南海トラフ地震 豆知識30】 徳島県には #慶長地震 の津波による被害記録は、海陽町鞆浦の地震津波碑のほかにも残っています。 高知県と接する海陽町宍喰浦には、大波が入ってきて1500人余りが溺死したという古文書が伝わっています。 #南海地震 #南海トラフ巨大地震 #津波 #紀伊水道",,,#南海トラフ地震 #慶長地震 #南海地震 #南海トラフ巨大地震 #津波 #紀伊水道,1105744949281091585,s://twitter.com/kuro_yorimichi//1105744949281091585
2019-03-13 08:08:16,miyagiDandeLion,,0,0,0,"【RT希望】宮城県内で活動しています！活動報告をブログHPで行っています。ご賛同頂ける方ご連絡下さい！スタッフブログ://ameblo.jp/dande-lion-miyagi/ … HP ://miyagidandelion.web.fc2.com/ #津波",,,#津波,1105742357851324417,s://twitter.com/miyagiDandeLion//1105742357851324417
2019-03-13 08:02:55,fumihiko1214,,0,0,0,"#津波 津波で危ないのは、 海岸線から4,5km 標高5m以下です。 この地域の人のみならず ライフジャケットを 3000円で、常備しておけば 津波対策は、大丈夫だと 思います。 pic.twitter.com/tmBFdRTDRX",,,#津波,1105741013082038272,s://twitter.com/fumihiko1214//1105741013082038272
2019-03-13 07:14:29,eq_info,,0,0,0,"【地震超速報】 16:13:53 震度0未満 岩手 宮城 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/52OH0EqKkO",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105728821657911297,s://twitter.com/eq_info//1105728821657911297
2019-03-13 07:14:28,bobcat1919,,0,0,0,"16:13:53 震度0未満 岩手 宮城 #地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴りpic.twitter.com/4BPwVGk4nJ",,,#地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴りpic,1105728819992760320,s://twitter.com/bobcat1919//1105728819992760320
2019-03-13 07:13:55,bobcat1919,,0,0,0,"16:13:53 秋田県 椿台、岩手県 一関西2 予想震度0 #地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴り",,,#地震 #地震速報 #強震モニタex #揺れた #地震雲 #不思議 #津波 #地鳴り,1105728678992830466,s://twitter.com/bobcat1919//1105728678992830466
2019-03-13 07:13:55,eq_info,,0,0,0,"【地震超速報】 16:13:53 秋田県 椿台、岩手県 一関西2 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105728678745403392,s://twitter.com/eq_info//1105728678745403392
2019-03-13 05:49:53,G6EcU1bAE8ImhnL,,0,0,0,"#南海トラフ が予想されているだけに #地震 #津波 と言われると 圏外に住んでいても オロオロ しちゃう 冬用タイヤ→ノーマルタイヤに交換 してる時点で 距離的遠さを感じるよ #和歌山 #震源 #紀伊水道",,,#南海トラフ #地震 #津波 #和歌山 #震源 #紀伊水道,1105707531911876608,s://twitter.com/G6EcU1bAE8ImhnL//1105707531911876608
2019-03-13 05:39:53,nagasi,,0,0,1,"◆１３日１３時４８分頃地震 ・震源地紀伊水道(北緯33.8度、東経134.9度) ・震源の深さは約５０ｋｍ、 ・地震の規模(マグニチュード)は5.2と推定 ・和歌山県 震度４ 津波の心配はありません。 #地震 #大地震 #津波 #東日本大震災 #鎌倉とどけ隊 #鎌倉市pic.twitter.com/CA9lUSIGMj",,,#地震 #大地震 #津波 #東日本大震災 #鎌倉とどけ隊 #鎌倉市pic,1105705015270825984,s://twitter.com/nagasi//1105705015270825984
2019-03-13 05:07:00,metrappe210,,0,0,0,"アメブロを更新しました。 『遠隔』 #津波 #災害://ameblo.jp/metoroimamiya/entry-12446424274. …",,,#津波 #災害,1105696740592705537,s://twitter.com/metrappe210//1105696740592705537
2019-03-13 04:52:48,cosmojp,,0,0,2,"地震情報 - Yahoo!天気・災害 #地震 #震度 ＃4 #和歌山 #大阪 #四国 #津波 #心配ありませんs://emergency-weather.yahoo.co.jp/m/weather/jp/earthquake/20190313134857/?1552452651 …",,,#地震 #震度 #和歌山 #大阪 #四国 #津波 #心配ありませんs,1105693168207454208,s://twitter.com/cosmojp//1105693168207454208
2019-03-13 04:02:26,eq_info,,0,0,0,"【地震超速報】 13:02:11 地中加速度変化 新潟県 上川 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105680490147667969,s://twitter.com/eq_info//1105680490147667969
2019-03-13 03:37:27,eq_info,,0,0,0,"【地震超速報】 12:36:51 震度0 山形県 高畠 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/IQw3O2cNty",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105674203640979462,s://twitter.com/eq_info//1105674203640979462
2019-03-13 03:36:54,eq_info,,0,0,0,"【地震超速報】 12:36:51 福島県 猪苗代 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105674064369049600,s://twitter.com/eq_info//1105674064369049600
2019-03-13 03:09:57,eq_info,,0,0,0,"【地震超速報】 12:09:23 震度0未満 宮城県 大和、岩手県 一関西2 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/eJrrkISlRc",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105667283240706048,s://twitter.com/eq_info//1105667283240706048
2019-03-13 03:09:26,nagasi,,1,0,4,"◆気象庁が大地震警戒を呼びかけ s://www3.nhk.or.jp/news//20190311/k10011842871000. … #地震 #大地震 #津波 #東日本大震災 #鎌倉とどけ隊 #鎌倉市",,,#地震 #大地震 #津波 #東日本大震災 #鎌倉とどけ隊 #鎌倉市,1105667152646828032,s://twitter.com/nagasi//1105667152646828032
2019-03-13 03:09:24,eq_info,,0,0,0,"【地震超速報】 12:09:23 秋田県 椿台、岩手県 一関西2 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105667147089403904,s://twitter.com/eq_info//1105667147089403904
2019-03-13 03:07:01,eq_info,,0,0,0,"【地震超速報】 12:06:25 震度0 栃木県 氏家 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/q20PVgxxqZ",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105666544208494592,s://twitter.com/eq_info//1105666544208494592
2019-03-13 03:06:26,eq_info,,0,0,0,"【地震超速報】 12:06:25 茨城県 下妻 つくば 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105666401149173760,s://twitter.com/eq_info//1105666401149173760
2019-03-13 02:56:32,satoru_kawamura,,0,0,0,"あれだけ「忘れない！」とか言ってんのに、嘘じゃん！ s://is.gd/HRxB5r #311 #ライフライン #人に頼るな #人を助けろ #地震 #大震災 #東日本大震災 #死者 #水 #津波 #災害 #義援金 #被災 #被災者pic.twitter.com/kAxz4Xyxwr",,,#311 #ライフライン #人に頼るな #人を助けろ #地震 #大震災 #東日本大震災 #死者 #水 #津波 #災害 #義援金 #被災 #被災者pic,1105663909069971457,s://twitter.com/satoru_kawamura//1105663909069971457
2019-03-13 02:47:14,eq_info,,0,0,0,"【地震超速報】 11:47:12 茨城県 岩井 つくば南 つくば 石下 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105661569315176448,s://twitter.com/eq_info//1105661569315176448
2019-03-13 02:40:03,eq_info,,0,0,0,"【地震超速報】 11:39:48 地中加速度変化 青森県 六ヶ所 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105659758810300416,s://twitter.com/eq_info//1105659758810300416
2019-03-13 02:30:27,arstmoto,,0,0,4,"稲むらの火の館⑧ 東海、東南海、南海地震の年表、広川町浸水模型、空き缶を使ったランタンや、新聞紙を使ったご飯作りが紹介されており勉強になります 新聞紙は、燃料、防寒、容器等、災害時には役立つアイテムなので、一月分を備蓄しています。 #稲むらの火の館 #和歌山 #津波 #震度計 #地震pic.twitter.com/TpaEGDNfLC",,,#稲むらの火の館 #和歌山 #津波 #震度計 #地震pic,1105657342220132352,s://twitter.com/arstmoto//1105657342220132352
2019-03-13 01:04:04,cbu59490,,0,1,2,"録画しておいた #NHK の #ドキュメンタリー #あの日の星空 を観た。 その、まさに地獄の中で見た天上を覆いつくすばかりの無数に煌めく星座群に、そこに居た一人一人がそれぞれにどんな思いを抱いたのだろう... 大自然の脅威と恵み...我々人間などには到底測り知れない！ #東日本大震災 #津波 #原発pic.twitter.com/O1XBbaUr3T",,,#NHK #ドキュメンタリー #あの日の星空 #東日本大震災 #津波 #原発pic,1105635602651799552,s://twitter.com/cbu59490//1105635602651799552
2019-03-13 00:56:06,eq_info,,0,0,0,"【地震超速報】 09:55:20 震度0未満 茨城県 鹿嶋 つくば南 つくば 下館 日立、栃木県 茂木 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/mobB9mpm96",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105633597787009024,s://twitter.com/eq_info//1105633597787009024
2019-03-13 00:55:25,eq_info,,0,0,0,"【地震超速報】 09:55:20 茨城県 日立 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105633429775835136,s://twitter.com/eq_info//1105633429775835136
2019-03-12 23:29:49,eq_info,,0,0,0,"【地震超速報】 08:29:06 震度0 岩手県 葛巻 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/ILMQKdwfcT",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105611883816472580,s://twitter.com/eq_info//1105611883816472580
2019-03-12 23:29:08,eq_info,,0,0,0,"【地震超速報】 08:29:06 岩手県 九戸 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105611715662643200,s://twitter.com/eq_info//1105611715662643200
2019-03-12 23:04:54,eq_info,,0,0,0,"【地震超速報】 08:04:08 震度0未満 岩手県 普代 葛巻 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/SHHKjWuW6b",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105605615877906432,s://twitter.com/eq_info//1105605615877906432
2019-03-12 23:04:11,eq_info,,0,0,0,"【地震超速報】 08:04:08 岩手 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105605432951767040,s://twitter.com/eq_info//1105605432951767040
2019-03-12 22:53:42,eq_info,,0,0,0,"【地震超速報】 07:53:27 地中加速度変化 北海道 門別西 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105602795434962944,s://twitter.com/eq_info//1105602795434962944
2019-03-12 21:07:37,1radi2,,0,0,1,"岩手日報「最後だとわかっていたなら」風の電話ー夢の中で帰ってきたー篇 s://youtu.be/Hr4TOn-GPhA #東日本大震災 の事みんな忘れないでね #地震 #津波",,,#東日本大震災 #地震 #津波,1105576101386940416,s://twitter.com/1radi2//1105576101386940416
2019-03-12 20:21:28,eq_info,,0,0,0,"【地震超速報】 05:20:37 震度0未満 沖縄県 上原 伊原間 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/6yA6FJuRhO",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105564487677927424,s://twitter.com/eq_info//1105564487677927424
2019-03-12 20:20:39,eq_info,,0,0,0,"【地震超速報】 05:20:37 [第1報] 台湾付近 M4.4 深さ 130km 最大震度2 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105564278994526208,s://twitter.com/eq_info//1105564278994526208
2019-03-12 19:33:19,anchanjp,,0,0,0,"熊本、阿蘇、大分の３カ所の震源で起きた広域地震。３カ所とも自衛隊の分屯地あり。://bit.ly/2cY46rN #福島 #福島県 #福島市 #地震 #津波 #災害 #新幹線pic.twitter.com/zFu6fVxIn5",,,#福島 #福島県 #福島市 #地震 #津波 #災害 #新幹線pic,1105552366974177281,s://twitter.com/anchanjp//1105552366974177281
2019-03-12 18:32:24,eq_info,,0,0,0,"【地震超速報】 03:32:23 [第1報] 宮城県沖 M3.5 深さ 20km 最大震度2 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105537040043597824,s://twitter.com/eq_info//1105537040043597824
2019-03-12 18:32:22,eq_info,,0,0,0,"【地震超速報】 03:32:12 宮城県 気仙沼 東和 南三陸、岩手県 藤沢 予想震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105537031579430912,s://twitter.com/eq_info//1105537031579430912
2019-03-12 18:32:14,eq_info,,0,0,0,"【地震超速報】 03:32:12 宮城県 気仙沼 東和 南三陸、岩手県 藤沢 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105536994942160896,s://twitter.com/eq_info//1105536994942160896
2019-03-12 17:38:01,miyagiDandeLion,,0,0,0,"【RT希望】宮城県内で活動しています！活動報告をブログHPで行っています。ご賛同頂ける方ご連絡下さい！スタッフブログ://ameblo.jp/dande-lion-miyagi/ … HP ://miyagidandelion.web.fc2.com/ #津波",,,#津波,1105523351957659648,s://twitter.com/miyagiDandeLion//1105523351957659648
2019-03-12 16:50:33,5_2os6,Yahoo_JAPAN_PR,0,0,0,"これ、沿岸部の #観光地 とかにもやってほしいな。結構有名な #鎌倉 なんて、過去に #津波 で壊滅してんのに高い建物ないし、あったとしても海からは遠いから津波到達まで数分で行くとか #無理ゲー 。何も対策されてないんだぜ？怖くね？s://twitter.com/Yahoo_JAPAN_PR//1101376551214444544 …",,,#観光地 #鎌倉 #津波 #無理ゲー,1105511408018501633,s://twitter.com/5_2os6//1105511408018501633
2019-03-12 16:45:19,eq_info,,0,0,0,"【地震超速報】 01:45:04 地中加速度変化 鹿児島県 大隅 宮之城 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105510089274740742,s://twitter.com/eq_info//1105510089274740742
2019-03-12 16:40:56,eq_info,,0,0,0,"【地震超速報】 01:40:22 震度0未満 鹿児島県 阿久根 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/GNplI0RL8R",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105508987649155073,s://twitter.com/eq_info//1105508987649155073
2019-03-12 16:40:24,eq_info,,0,0,0,"【地震超速報】 01:40:22 鹿児島県 阿久根 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105508850956886017,s://twitter.com/eq_info//1105508850956886017
2019-03-12 16:37:05,eq_info,,0,0,0,"【地震超速報】 01:36:50 地中加速度変化 宮崎県 椎葉 五ヶ瀬 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105508016244240385,s://twitter.com/eq_info//1105508016244240385
2019-03-12 16:08:46,eq_info,,0,0,0,"【地震超速報】 01:08:11 震度0未満 茨城 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic.twitter.com/sWG6EmUmpa",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望pic,1105500890457235456,s://twitter.com/eq_info//1105500890457235456
2019-03-12 16:08:16,eq_info,,0,0,0,"【地震超速報】 01:08:11 茨城県 鹿嶋、千葉県 佐原 予想震度0 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105500768000401408,s://twitter.com/eq_info//1105500768000401408
2019-03-12 15:42:56,millimeetoru,,0,0,0,"#原 の #カインズ に展示されてる #津波 #シェルター。 #タスカル #タスカル8 198万円。 #沼津市原 #沼津pic.twitter.com/vk7dtG635Q",,,#原 #カインズ #津波 #シェルター #タスカル #タスカル8 #沼津市原 #沼津pic,1105494390921781248,s://twitter.com/millimeetoru//1105494390921781248
2019-03-12 15:42:47,zekffa,,0,0,0,"■ #被災 の時の為、水や簡易の食料とかリュックに入れたりして #備え てると思います。一度でいいからそれを持って目的の #避難場所 まで走って見てください。後ろから #津波 や地割れに追われる気持ちで。 #足腰を鍛えよう。備えが足かせにならないように。",,,#被災 #備え #避難場所 #津波 #足腰を鍛えよう,1105494352980111360,s://twitter.com/zekffa//1105494352980111360
2019-03-12 15:31:06,sitesirius,sitesirius,0,0,0,"またか…。 #ナニコレ #津波 #渋谷 #地震 〜東京新聞:＜東日本大震災８年＞［渋谷］津波 「１６．７メートル」視覚に訴え:東京(TOKYO Web) s://www.tokyo-np.co.jp/article/tokyo/list/201903/CK2019031202000114. …pic.twitter.com/soHwVcJu7d",,,#ナニコレ #津波 #渋谷 #地震,1105491410763956224,s://twitter.com/sitesirius//1105491410763956224
2019-03-12 14:41:22,look0415ty,,0,2,2,"#2画面ドキュメンタリー #福島第一原発 #津波 #原発ゼロpic.twitter.com/muXYeq6rAC",,,#2画面ドキュメンタリー #福島第一原発 #津波 #原発ゼロpic,1105478896906977280,s://twitter.com/look0415ty//1105478896906977280
2019-03-12 14:26:43,biosphere0054,,0,0,0,"【全5ケース】 #南海トラフ巨大地震 #津波 到達シミュレーション s://youtu.be/K4ieFzqklBc #南海トラフ #地震",,,#南海トラフ巨大地震 #津波 #南海トラフ #地震,1105475210726137858,s://twitter.com/biosphere0054//1105475210726137858
2019-03-12 14:14:34,eq_info,,0,0,0,"【地震超速報】 23:14:19 地中加速度変化 茨城県 ひたちなか つくば 高萩 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105472151748919296,s://twitter.com/eq_info//1105472151748919296
2019-03-12 13:45:43,eq_info,,0,0,0,"【地震超速報】 22:45:28 地中加速度変化 山口県 周東 宇部 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105464891287134208,s://twitter.com/eq_info//1105464891287134208
2019-03-12 13:11:34,happy_8,,0,0,0,"""あの日から"" #2011年3月11日 #8年 #地震 #津波 s://lineblog.me/happeikun/archives/1560473. …",,,#2011年3月11日 #8年 #地震 #津波,1105456298819108864,s://twitter.com/happy_8//1105456298819108864
2019-03-12 12:57:06,eq_info,,0,0,0,"【地震超速報】 21:57:04 [第1報] 福島県沖 M3.5 深さ 10km 最大震度1 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105452655386681344,s://twitter.com/eq_info//1105452655386681344
2019-03-12 12:53:06,welove_kobe,,0,0,1,"#東日本大震災 での犠牲はほとんどが #津波 によるものでした。このことに思いを致し、教訓とするべく、津波が到来したであろう時刻にあわせて、改めて #追悼 の意を表させていただきました。 場所: 岡本梅林公園 s://www.instagram.com/welove_kobe/p/Bu6LEdBFgAK/?utm_source=ig_twitter_share&igshid=1py1ndl46uz91 …",,,#東日本大震災 #津波 #追悼,1105451650888749056,s://twitter.com/welove_kobe//1105451650888749056
2019-03-12 12:48:44,eq_info,,0,0,0,"【地震超速報】 21:48:29 地中加速度変化 広島県 芸北 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105450550638796800,s://twitter.com/eq_info//1105450550638796800
2019-03-12 11:57:33,kenta_camera,,0,0,2,"8年目の3.11 宮城で感じたこと。 「その1〜4」に記事が分かれています。 ://mukawakenta.cocolog-nifty.com/blog/2019/03/83111-8012. … #東日本大震災 #震災 #津波 #仙台 #気仙沼 #宮城 #被災地 #8年目",,,#東日本大震災 #震災 #津波 #仙台 #気仙沼 #宮城 #被災地 #8年目,1105437671285907457,s://twitter.com/kenta_camera//1105437671285907457
2019-03-12 11:47:19,eq_info,,0,0,0,"【地震超速報】 20:47:04 地中加速度変化 島根県 伯太 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105435094192349184,s://twitter.com/eq_info//1105435094192349184
2019-03-12 11:45:24,ShoSogo5,,0,2,2,"16.7メートルの津波喚起の看板広告@渋谷駅前 これだけはインターネットでは伝わらないですね。 #東日本大震災 #津波 #ソニービル #表参道 #表参道交差点 #表参道交番 #夜景 #夜景ら部 #鉄骨ら部 #銀座 #数寄屋橋交差点 #東京 #日本 #夜景 #春 #三寒四温 #tsunami #earthquake #springhascome #springpic.twitter.com/LT3hhxnHqO",,@渋谷駅前,#東日本大震災 #津波 #ソニービル #表参道 #表参道交差点 #表参道交番 #夜景 #夜景ら部 #鉄骨ら部 #銀座 #数寄屋橋交差点 #東京 #日本 #夜景 #春 #三寒四温 #tsunami #earthquake #springhascome #springpic,1105434613864779777,s://twitter.com/ShoSogo5//1105434613864779777
2019-03-12 11:21:13,eq_info,,0,0,0,"【地震超速報】 20:20:58 地中加速度変化 石川県 志賀 #地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望",,,#地震 #地震速報 #津波 #災害 #余震 #本震 #緊急地震速報 #拡散希望,1105428527380230149,s://twitter.com/eq_info//1105428527380230149
